((0, 0),)	18332	1986
((0, 0), (0, 1))	46390	2999
((0, 0), (0, 1), (0, 2))	43129	2392
((0, 0), (0, 1), (0, 2), (0, 3))	21767	1174
((0, 0), (0, 1), (0, 2), (0, 3), (0, 4))	15606	671
((0, 0), (0, 1), (0, 2), (0, 3), (0, 5))	459	23
((0, 0), (0, 1), (0, 2), (0, 4))	9223	427
((0, 0), (0, 1), (0, 2), (0, 4), (0, 5))	2650	107
((0, 0), (0, 1), (0, 2), (0, 4), (0, 6))	14	1
((0, 0), (0, 1), (0, 2), (0, 5))	82	5
((0, 0), (0, 1), (0, 2), (0, 6))	22	2
((0, 0), (0, 1), (0, 3))	8405	453
((0, 0), (0, 1), (0, 3), (0, 4))	5582	272
((0, 0), (0, 1), (0, 3), (0, 4), (0, 5))	2091	89
((0, 0), (0, 1), (0, 3), (0, 5))	48	1
((0, 0), (0, 1), (0, 4))	173	8
((0, 0), (0, 1), (0, 4), (0, 5))	44	3
((0, 0), (0, 1), (0, 5))	16	2
((0, 0), (0, 1), (0, 5), (0, 6))	17	1
((0, 0), (0, 2))	11298	780
((0, 0), (0, 2), (0, 3))	8828	523
((0, 0), (0, 2), (0, 3), (0, 4))	5878	317
((0, 0), (0, 2), (0, 3), (0, 4), (0, 5))	1999	87
((0, 0), (0, 2), (0, 3), (0, 5))	18	1
((0, 0), (0, 2), (0, 3), (0, 5), (0, 6))	14	1
((0, 0), (0, 2), (0, 4))	114	7
((0, 0), (0, 2), (0, 4), (0, 5))	33	2
((0, 0), (0, 3))	1663	114
((0, 0), (0, 3), (0, 4))	1027	60
((0, 0), (0, 3), (0, 4), (0, 5))	224	13
((0, 0), (0, 3), (0, 4), (0, 5), (0, 6))	83	3
((0, 0), (0, 4))	272	17
((0, 0), (0, 4), (0, 5))	13	1
((0, 0), (0, 5))	61	3
((0, 0), (0, 5), (0, 6))	17	1
((0, 0), (1, 0))	63499	4219
((0, 0), (1, 0), (2, 0))	67417	3821
((0, 0), (1, 0), (2, 0), (3, 0))	45362	2232
((0, 0), (1, 0), (2, 0), (3, 0), (4, 0))	12263	567
((0, 0), (1, 0), (2, 0), (3, 0), (5, 0))	7430	314
((0, 0), (1, 0), (2, 0), (3, 0), (6, 0))	72	3
((0, 0), (1, 0), (2, 0), (4, 0))	5048	273
((0, 0), (1, 0), (2, 0), (4, 0), (5, 0))	1251	60
((0, 0), (1, 0), (2, 0), (5, 0))	143	7
((0, 0), (1, 0), (2, 0), (5, 0), (6, 0))	20	1
((0, 0), (1, 0), (2, 0), (7, 0))	44	1
((0, 0), (1, 0), (2, 0), (8, 0))	7	1
((0, 0), (1, 0), (3, 0))	5443	322
((0, 0), (1, 0), (3, 0), (4, 0))	3147	164
((0, 0), (1, 0), (3, 0), (4, 0), (5, 0))	1046	45
((0, 0), (1, 0), (3, 0), (5, 0))	26	2
((0, 0), (1, 0), (4, 0))	159	10
((0, 0), (1, 0), (4, 0), (5, 0))	44	1
((0, 0), (1, 0), (5, 0))	56	4
((0, 0), (1, 0), (8, 0))	16	1
((0, 0), (2, 0))	7849	542
((0, 0), (2, 0), (3, 0))	5092	304
((0, 0), (2, 0), (3, 0), (4, 0))	3580	192
((0, 0), (2, 0), (3, 0), (4, 0), (5, 0))	801	39
((0, 0), (2, 0), (3, 0), (5, 0))	50	2
((0, 0), (2, 0), (4, 0))	63	5
((0, 0), (2, 0), (4, 0), (5, 0))	2	1
((0, 0), (3, 0))	1013	65
((0, 0), (3, 0), (4, 0))	634	38
((0, 0), (3, 0), (4, 0), (5, 0))	84	3
((0, 0), (4, 0))	52	7
((0, 0), (4, 0), (5, 0))	25	1
((0, 0), (5, 0))	59	3
((0, 0), (5, 0), (6, 0))	18	1
((0, 0), (6, 0))	25	1
((0, 1),)	13390	1966
((0, 1), (0, 2))	7675	693
((0, 1), (0, 2), (0, 3))	10234	639
((0, 1), (0, 2), (0, 3), (0, 4))	9907	512
((0, 1), (0, 2), (0, 3), (0, 4), (0, 5))	13365	611
((0, 1), (0, 2), (0, 3), (0, 4), (0, 6))	2402	96
((0, 1), (0, 2), (0, 3), (0, 5))	116	7
((0, 1), (0, 2), (0, 3), (0, 5), (0, 6))	403	19
((0, 1), (0, 2), (0, 3), (0, 6))	36	2
((0, 1), (0, 2), (0, 4))	1536	84
((0, 1), (0, 2), (0, 4), (0, 5))	317	18
((0, 1), (0, 2), (0, 4), (0, 5), (0, 6))	1267	49
((0, 1), (0, 2), (0, 5))	68	5
((0, 1), (0, 2), (0, 5), (0, 6), (0, 7))	53	2
((0, 1), (0, 2), (0, 7))	36	2
((0, 1), (0, 3))	946	73
((0, 1), (0, 3), (0, 4))	1333	79
((0, 1), (0, 3), (0, 4), (0, 5))	324	14
((0, 1), (0, 3), (0, 4), (0, 5), (0, 6))	799	35
((0, 1), (0, 4))	115	7
((0, 1), (0, 5))	53	5
((0, 1), (0, 5), (0, 6))	21	1
((0, 1), (1, 1))	67177	3855
((0, 1), (1, 1), (2, 1))	80517	4197
((0, 1), (1, 1), (2, 1), (3, 1))	65631	3100
((0, 1), (1, 1), (2, 1), (3, 1), (4, 1))	26357	1103
((0, 1), (1, 1), (2, 1), (3, 1), (5, 1))	13483	521
((0, 1), (1, 1), (2, 1), (3, 1), (6, 1))	191	7
((0, 1), (1, 1), (2, 1), (4, 1))	3794	186
((0, 1), (1, 1), (2, 1), (4, 1), (5, 1))	1516	59
((0, 1), (1, 1), (2, 1), (5, 1))	458	23
((0, 1), (1, 1), (2, 1), (5, 1), (6, 1))	188	6
((0, 1), (1, 1), (2, 1), (6, 1))	14	1
((0, 1), (1, 1), (2, 1), (7, 1), (8, 1))	34	1
((0, 1), (1, 1), (3, 1))	9429	512
((0, 1), (1, 1), (3, 1), (4, 1))	2370	126
((0, 1), (1, 1), (3, 1), (4, 1), (5, 1))	1348	52
((0, 1), (1, 1), (3, 1), (5, 1))	42	3
((0, 1), (1, 1), (4, 1))	742	40
((0, 1), (1, 1), (4, 1), (5, 1))	149	9
((0, 1), (1, 1), (4, 1), (5, 1), (6, 1))	30	1
((0, 1), (1, 1), (5, 1))	139	7
((0, 1), (1, 1), (7, 1), (8, 1))	16	1
((0, 1), (1, 1), (8, 1))	35	2
((0, 1), (2, 1))	7670	594
((0, 1), (2, 1), (3, 1))	2404	141
((0, 1), (2, 1), (3, 1), (4, 1))	521	24
((0, 1), (2, 1), (3, 1), (4, 1), (5, 1))	1347	56
((0, 1), (2, 1), (3, 1), (5, 1))	4	1
((0, 1), (2, 1), (4, 1))	52	3
((0, 1), (3, 1))	1355	99
((0, 1), (3, 1), (4, 1))	216	12
((0, 1), (3, 1), (4, 1), (5, 1))	12	1
((0, 1), (3, 1), (4, 1), (5, 1), (6, 1))	35	1
((0, 1), (4, 1))	414	29
((0, 1), (4, 1), (5, 1))	49	3
((0, 1), (5, 1))	154	11
((0, 1), (7, 1), (8, 1))	28	1
((0, 2),)	20723	2796
((0, 2), (0, 3))	13972	1240
((0, 2), (0, 3), (0, 4))	35118	2124
((0, 2), (0, 3), (0, 4), (0, 5))	13925	790
((0, 2), (0, 3), (0, 4), (0, 5), (0, 6))	14800	710
((0, 2), (0, 3), (0, 4), (0, 5), (0, 7))	2405	101
((0, 2), (0, 3), (0, 4), (0, 5), (0, 8))	14	1
((0, 2), (0, 3), (0, 4), (0, 6))	958	42
((0, 2), (0, 3), (0, 4), (0, 6), (0, 7))	2951	117
((0, 2), (0, 3), (0, 4), (0, 6), (0, 8))	41	2
((0, 2), (0, 3), (0, 4), (0, 7))	12	1
((0, 2), (0, 3), (0, 4), (0, 7), (0, 8))	34	2
((0, 2), (0, 3), (0, 4), (0, 8))	25	1
((0, 2), (0, 3), (0, 5))	1223	84
((0, 2), (0, 3), (0, 5), (0, 6))	251	16
((0, 2), (0, 3), (0, 5), (0, 6), (0, 7))	666	33
((0, 2), (0, 3), (0, 6))	113	9
((0, 2), (0, 3), (0, 6), (0, 7))	126	3
((0, 2), (0, 3), (0, 6), (0, 7), (0, 8))	70	3
((0, 2), (0, 3), (0, 7))	26	2
((0, 2), (0, 3), (0, 7), (0, 8))	13	1
((0, 2), (0, 3), (0, 8))	57	3
((0, 2), (0, 4))	4802	293
((0, 2), (0, 4), (0, 5))	1735	97
((0, 2), (0, 4), (0, 5), (0, 6))	371	23
((0, 2), (0, 4), (0, 5), (0, 6), (0, 7))	1436	53
((0, 2), (0, 4), (0, 6))	33	2
((0, 2), (0, 5))	175	16
((0, 2), (0, 5), (0, 6))	52	3
((0, 2), (0, 5), (0, 6), (0, 7))	16	1
((0, 2), (0, 6))	47	6
((0, 2), (0, 7), (0, 8))	39	1
